Subject,Language,Domain,Metric
1282,c,backend,3.0
1283,c,backend,1.5
1284,c,backend,2.0
1285,c,db,2.0
1286,c,db,1.0
1287,c,lang,1.0
1288,c,backend,1.0
1289,c,backend,1.5
1290,c,backend,2.0
1291,c,game,1.0
1292,c,ml,1.0
1293,c,comp,2.0
1294,c,db,2.0
1295,c,db,1.0
1296,c,frontend,1.0
1297,c,backend,2.0
1298,c,game,1.0
1299,c,backend,1.0
1300,c,game,1.0
1301,c,ml,1.0
1302,c,backend,2.0
1303,c,backend,1.0
1304,c,ml,2.0
1305,c,lang,2.0
1306,c,backend,1.0
1307,c,backend,2.0
1308,c,comp,1.0
1309,c,game,1.0
1310,c,backend,4.0
1311,c,db,1.0
1312,c,ml,1.0
1313,c,backend,2.0
1314,c,backend,3.0
1315,c,ml,3.0
1316,c,backend,1.0
1317,c,backend,1.0
1318,c,ml,3.0
1319,c,comp,2.5
1320,c,db,2.0
1321,c,backend,1.0
1322,c,backend,1.0
1323,c,backend,1.5
1324,c,db,2.0
1325,c,backend,1.0
1326,c,backend,1.0
1327,c,ml,2.0
1328,c,ml,1.0
1329,c,db,1.0
1330,c,backend,2.0
1331,c,db,2.0
1332,c,db,2.0
1333,c,lang,2.0
1334,c,backend,1.0
1335,c,game,4.0
1336,c,db,1.0
1337,c,lang,1.0
1338,c,db,2.0
1339,c,game,1.0
1340,c,backend,1.0
1341,c,lang,2.0
1342,c,db,2.0
1343,c,backend,1.0
1344,c,game,1.0
1345,c,backend,1.0
1346,c,backend,1.0
1347,c,backend,1.0
1348,c,backend,1.0
1349,c,backend,1.0
1350,c,db,2.0
1351,c,db,1.0
1352,c,db,1.0
1353,c,frontend,2.0
1354,c,db,2.0
1355,c,ml,2.0
1356,c,lang,1.0
1357,c,db,2.5
1358,c,backend,1.0
1359,c,backend,2.0
1360,c,lang,1.0
1361,c,game,3.5
1362,c,backend,1.0
1363,c,backend,2.0
1364,c,lang,2.0
1365,c,backend,2.0
1366,c,backend,2.0
1367,c,comp,2.0
1368,c,frontend,1.0
1369,c,backend,5.0
1370,c,db,2.0
1371,c,db,2.0
1372,c,backend,1.0
1373,c,lang,1.0
1374,c,backend,2.0
1375,c,lang,1.0
1376,c,db,1.0
1377,c,backend,2.0
1378,c,backend,1.0
1379,c,game,2.0
1380,c,lang,1.0
1381,c,db,1.0
1382,c,backend,1.0
1383,c,backend,1.0
1384,c,ml,1.0
1385,c,backend,1.0
1386,c,lang,1.0
1387,c,backend,1.0
1388,c,backend,1.0
1389,c,lang,1.0
1390,c,backend,1.0
1391,c,game,1.0
1392,c,backend,1.0
1393,c,lang,2.0
1394,c,ml,1.0
1395,c,lang,1.0
1396,c,ml,2.0
1397,c,game,1.0
1398,c,backend,1.0
1399,c,game,1.0
1400,c,db,1.0
1401,c,db,1.5
1402,c,lang,1.0
1403,c,backend,1.0
1404,c,ml,1.0
1405,c,backend,1.0
1406,c,db,3.0
1407,c,backend,2.0
1408,c,backend,1.0
1409,c,backend,2.0
1410,c,backend,1.0
1411,c,backend,1.0
1412,c,backend,2.0
1413,c,db,1.5
1414,c,ml,1.0
1415,c,ml,2.0
1416,c,ml,4.5
1417,c,lang,1.0
1418,c,backend,1.0
1419,c,lang,2.0
1420,c,backend,1.0
1421,c,backend,1.0
1422,c,lang,2.0
1423,c,lang,1.0
1424,c,backend,1.0
1425,c,ml,1.0
1426,c,ml,1.0
1427,c,backend,2.0
1428,c,lang,1.0
1429,c,game,1.0
1430,c,backend,2.0
1431,c,backend,1.0
1432,c,db,1.0
1433,c,backend,1.0
1434,c,backend,1.0
1435,c,db,1.0
1436,c,backend,1.5
1437,c,ml,2.0
1438,c,backend,1.0
1439,c,game,1.0
1440,c,backend,2.5
1441,c,db,2.0
1442,c,lang,2.0
1443,c,game,1.0
1444,c,lang,1.0
1445,c,game,1.0
1446,c,game,1.0
1447,c,backend,1.0
1448,c,game,1.0
1449,c,game,1.0
1450,c,game,1.0
1451,c,lang,1.0
1452,c,lang,2.0
1453,c,backend,1.0
1454,c,db,1.0
1455,c,backend,1.0
1456,c,db,2.0
1457,c,ml,1.0
1458,c,backend,1.0
1459,c,backend,1.0
1460,c,backend,1.0
1461,c,db,1.0
1462,c,backend,1.0
1463,c,backend,1.0
1464,c,game,1.0
1465,c,db,1.0
1466,c,db,1.0
1467,c,backend,2.0
1468,c,db,2.0
1469,c,lang,1.0
1470,c,game,1.0
1471,c,backend,1.0
1472,c,backend,2.0
1473,c,backend,1.0
1474,c,lang,1.0
1475,c,db,1.0
1476,c,frontend,1.0
1477,c,backend,1.0
1478,c,db,1.0
1479,c,lang,2.0
1480,c,lang,1.0
1481,c,db,2.0
1482,c,lang,2.0
1483,c,ml,5.0
1484,c,lang,1.0
1485,c,backend,1.0
1486,c,db,2.0
1487,c,db,2.0
1488,c,game,2.0
1489,c,backend,1.0
1490,c,db,2.0
1491,c,backend,1.0
1492,c,backend,2.0
1493,c,lang,2.0
1494,c,backend,2.0
1495,c,lang,2.0
1496,c,ml,2.0
1497,c,lang,1.0
1498,c,ml,1.0
1499,c,ml,4.0
1500,c,lang,1.0
1501,c,game,1.0
1502,c,backend,2.0
1503,c,backend,1.0
1504,c,backend,1.0
1505,c,game,2.0
1506,c,backend,1.0
1507,c,db,1.0
1508,c,game,1.0
1509,c,db,1.0
1510,c,backend,1.0
1511,c,lang,1.0
1512,c,backend,1.0
1513,c,backend,1.0
1514,c,db,2.5
1515,c,db,1.0
1516,c,backend,2.0
1517,c,game,3.0
1518,c,backend,1.0
1519,c,backend,1.0
1520,c,ml,1.0
1521,c,db,2.0
1522,c,db,2.0
1523,c,backend,1.0
1524,c,backend,1.5
1525,c,db,2.0
1526,c,db,2.0
1527,c,lang,1.0
1528,c,lang,1.0
1529,c,db,1.0
1530,c,lang,1.0
1531,c,db,1.0
1532,c,ml,3.0
1533,c,lang,3.0
1534,c,lang,1.0
1535,c,ml,2.0
1536,c,game,1.0
1537,c,backend,1.0
1538,c,game,3.5
1539,c,backend,1.0
1540,c,backend,2.0
1541,c,game,1.5
1542,c,db,2.0
1543,c,backend,1.0
1544,c,db,2.0
1545,c,ml,2.0
1546,c,comp,2.0
1547,c,game,2.0
1548,c,db,1.0
1549,c,db,1.0
1550,c,ml,1.0
1551,c,lang,1.0
1552,c,lang,2.0
1553,c,backend,1.0
1554,c,backend,1.0
1555,c,game,2.0
1556,c,comp,1.0
1557,c,game,1.0
1558,c,db,1.0
1559,c,db,1.0
1560,c,db,2.5
1561,c,backend,2.0
1562,c,backend,2.0
1563,c,db,2.0
1564,c,lang,1.0
1565,c,backend,1.0
1566,c,backend,2.0
1567,c,lang,3.0
1568,c,backend,1.0
1569,c,backend,2.0
1570,c,backend,1.0
1571,c,ml,1.0
1572,c,db,2.0
1573,c,db,2.0
1574,c,backend,1.0
1575,c,db,2.0
1576,c,ml,1.0
1577,c,game,1.0
1578,c,lang,1.0
1579,c,db,2.0
1580,c,backend,1.0
1581,c,backend,1.0
1582,c,backend,1.0
1583,c,backend,1.0
1584,c,game,1.0
1585,c,backend,1.0
1586,c,backend,1.0
1587,c,backend,1.0
1588,c,backend,1.0
1589,c,db,1.0
1590,c,backend,1.0
1591,c,ml,1.0
1592,c,backend,2.0
1593,c,ml,1.0
1594,c,backend,2.0
1595,c,backend,3.0
1596,c,backend,1.0
1597,c,comp,1.0
1598,c,backend,2.0
1599,c,ml,1.0
1600,c,lang,5.0
1601,c,ml,1.0
1602,c,lang,2.0
1603,c,backend,1.0
1604,c,backend,1.0
1605,c,backend,1.0
1606,c,lang,1.0
1607,c,lang,1.0
1608,c,db,1.0
1609,c,game,1.0
1610,c,db,2.0
1611,c,backend,4.0
1612,c,backend,1.0
1613,c,backend,2.0
1614,c,lang,2.0
1615,c,backend,1.0
1616,c,backend,1.0
1617,c,ml,3.0
1618,c,backend,3.0
1619,c,backend,1.0
1620,c,game,2.5
1621,c,backend,1.0
1622,c,game,1.0
1623,c,db,1.0
1624,c,game,1.0
1625,c,db,2.0
1626,c,lang,1.0
1627,c,backend,2.0
1628,c,game,1.0
1629,c,ml,2.0
1630,c,lang,2.0
1631,c,db,2.0
1632,c,backend,1.0
1633,c,game,1.0
1634,c,lang,2.0
1635,c,game,1.0
1636,c,backend,1.0
1637,c,backend,1.0
1638,c,backend,1.0
1639,c,backend,2.0
1640,c,ml,2.0
1641,c,backend,1.0
1642,c,backend,1.0
1643,c,backend,2.0
1644,c,backend,1.0
1645,c,game,1.0
1646,c,backend,1.0
1647,c,backend,2.0
1648,c,ml,2.0
1649,c,backend,1.0
1650,c,db,2.0
1651,c,backend,1.5
1652,c,db,2.0
1653,c,db,1.0
1654,c,lang,1.0
1655,c,lang,1.0
1656,c,lang,2.0
1657,c,backend,2.0
1658,c,backend,1.0
1659,c,backend,1.5
1660,c,db,1.0
1661,c,backend,1.0
1662,c,backend,2.0
1663,c,db,2.0
1664,c,backend,1.0
1665,c,backend,1.0
1666,c,backend,2.0
1667,c,db,1.0
1668,c,db,2.0
1669,c,comp,2.0
1670,c,db,1.0
1671,c,backend,1.0
1672,c,lang,2.0
1673,c,lang,1.0
1674,c,backend,1.0
1675,c,game,2.0
1676,c,db,2.0
1677,c,backend,2.0
1678,c,db,2.0
1679,c,backend,1.0
1680,c,game,1.0
1681,c,lang,2.0
1682,c,game,1.0
1683,c,lang,1.0
1684,c,lang,1.0
1685,c,db,3.0
1686,c,db,1.0
1687,c,backend,1.0
1688,c,backend,1.0
1689,c,backend,1.0
1690,c,lang,1.0
1691,c,backend,1.5
1692,c,game,1.0
1693,c,backend,3.0
1694,c,backend,1.0
1695,c,backend,2.0
1696,c,db,1.0
1697,c,backend,1.0
1698,c,db,2.0
1699,c,db,2.0
1700,c,db,1.0
1701,c,game,1.0
1702,c,backend,1.0
1703,c,lang,1.0
1704,c,backend,1.0
1705,c,backend,2.0
1706,c,ml,1.0
1707,c,db,1.0
1708,c,db,1.0
1709,c,game,1.0
1710,c,backend,2.0
1711,c,game,1.0
1712,c,ml,1.0
1713,c,db,1.0
1714,c,db,3.0
1715,c,db,2.0
1716,c,db,2.0
1717,c,db,2.0
1718,c,backend,1.0
1719,c,db,1.0
1720,c,ml,2.0
1721,c,backend,1.0
1722,c,backend,1.0
1723,c,ml,1.0
1724,c,db,1.0
1725,c,game,1.0
1726,c,ml,2.0
1727,c,lang,1.0
1728,c,db,2.0
1729,c,lang,1.0
1730,c,ml,2.0
1731,c,game,1.0
1732,c,game,2.5
1733,c,backend,1.0
1734,c,db,1.5
1735,c,lang,1.0
1736,c,db,2.0
1737,c,db,1.0
1738,c,backend,2.0
1739,c,ml,1.0
1740,c,backend,5.0
1741,c,db,2.0
1742,c,backend,2.0
1743,c,backend,1.0
1744,c,db,2.0
1745,c,ml,2.0
1746,c,db,1.0
1747,c,backend,1.5
1748,c,backend,1.0
1749,c,comp,1.0
1750,c,backend,2.0
1751,c,backend,2.0
1752,c,game,1.0
1753,c,backend,2.0
1754,c,ml,1.0
1755,c,db,2.0
1756,c,ml,1.0
1757,c,db,2.0
1758,c,backend,1.0
1759,c,backend,1.0
1760,c,backend,1.0
1761,c,backend,1.0
1762,c,backend,2.0
1763,c,lang,1.0
1764,c,game,1.0
1765,c,backend,1.0
1766,c,backend,2.0
1767,c,backend,1.0
1768,c,ml,1.0
1769,c,backend,1.0
1770,c,backend,2.0
1771,c,db,2.0
1772,c,ml,1.0
1773,c,ml,1.0
1774,c,db,2.0
1775,c,backend,1.0
1776,c,db,2.0
1777,c,ml,2.0
1778,c,comp,1.0
1779,c,lang,2.0
1780,c,backend,1.0
1781,c,comp,1.0
1782,c,db,1.0
1783,c,ml,2.0
1784,c,db,2.0
1785,c,comp,1.0
1786,c,lang,3.0
1787,c,db,1.0
1788,c,game,1.5
1789,c,backend,1.0
1790,c,lang,2.0
1791,c,ml,2.0
1792,c,backend,1.5
1793,c,db,1.0
1794,c,backend,3.5
1795,c,db,2.0
1796,c,backend,1.0
1797,c,backend,1.0
1798,c,backend,1.0
1799,c,backend,2.0
1800,c,db,2.0
1801,c,backend,2.0
1802,c,ml,1.0
1803,c,lang,1.0
1804,c,backend,2.0
1805,c,backend,1.0
1806,c,backend,1.0
1807,c,ml,2.0
1808,c,game,1.0
1809,c,backend,2.0
1810,c,backend,1.0
1811,c,backend,1.0
1812,c,backend,1.5
1813,c,backend,2.0
1814,c,lang,2.0
1815,c,backend,1.0
1816,c,ml,1.0
1817,c,backend,1.0
1818,c,backend,1.0
1819,c,lang,2.0
1820,c,game,1.0
1821,c,backend,2.0
1822,c,lang,2.0
1823,c,lang,1.5
1824,c,backend,1.0
1825,c,lang,2.0
1826,c,backend,2.0
1827,c,db,2.0
1828,c,backend,1.0
1829,c,game,1.0
1830,c,lang,1.0
1831,c,lang,1.0
1832,c,game,1.0
1833,c,comp,2.0
1834,c,backend,2.0
1835,c,backend,2.0
1836,c,backend,2.0
1837,c,ml,1.0
1838,c,db,2.0
1839,c,db,1.0
1840,c,backend,1.0
1841,c,lang,1.0
1842,c,backend,1.0
1843,c,lang,1.0
1844,c,lang,2.0
1845,c,db,2.0
1846,c,comp,1.0
1847,c,lang,1.0
1848,c,backend,1.0
1849,c,comp,1.0
1850,c,lang,2.0
1851,c,db,2.0
1852,c,backend,2.0
1853,c,backend,1.0
1854,c,backend,2.0
1855,c,lang,2.0
1856,c,backend,1.0
1857,c,game,1.0
1858,c,backend,2.0
1859,c,backend,1.0
1860,c,backend,2.0
1861,c,backend,2.5
1862,c,backend,1.0
1863,c,backend,1.0
1864,c,backend,1.0
1865,c,game,1.0
1866,c,db,2.0
1867,c,lang,2.0
1868,c,ml,1.0
1869,c,game,1.0
1870,c,backend,2.0
1871,c,db,1.0
1872,c,db,1.0
1873,c,backend,1.0
1874,c,backend,1.0
1875,c,ml,1.0
1876,c,backend,3.0
1877,c,db,1.0
1878,c,backend,2.0
1879,c,db,2.0
1880,c,lang,3.0
1881,c,backend,2.0
1882,c,lang,2.0
1883,c,db,2.0
1884,c,game,1.0
1885,c,db,1.0
1886,c,ml,1.0
1887,c,db,1.0
1888,c,backend,1.0
1889,c,lang,2.0
1890,c,backend,1.0
1891,c,backend,1.0
1892,c,ml,1.0
1893,c,backend,1.0
1894,c,lang,1.0
1895,c,backend,1.0
1896,c,backend,1.0
1897,c,db,2.0
1898,c,lang,2.0
1899,c,ml,2.0
1900,c,game,1.5
1901,c,backend,2.0
1902,c,game,1.0
1903,c,backend,1.0
1904,c,db,2.0
1905,c,db,2.0
1906,c,db,2.0
1907,c,db,2.0
1908,c,ml,1.0
1909,c,backend,2.0
1910,c,backend,1.0
1911,c,lang,1.0
1912,c,db,2.0
1913,c,lang,1.0
1914,c,game,1.0
1915,c,backend,1.0
1916,c,backend,1.0
1917,c,backend,2.5
1918,c,backend,2.0
1919,c,game,2.0
1920,c,game,1.0
1921,c,backend,1.0
1922,c,db,2.0
1923,c,lang,1.0
1924,c,backend,1.0
1925,c,lang,2.0
1926,c,lang,1.0
1927,c,db,1.0
1928,c,ml,1.0
1929,c,game,1.0
1930,c,lang,1.5
1931,c,lang,1.0
1932,c,game,1.0
1933,c,ml,1.0
1934,c,lang,1.0
1935,c,lang,2.0
1936,c,backend,1.0
1937,c,db,2.0
1938,c,db,2.0
1939,c,lang,2.0
1940,c,ml,2.0
1941,c,backend,1.0
1942,c,backend,1.0
1943,c,backend,1.0
1944,c,db,1.0
1945,c,game,1.0
1946,c,backend,1.0
1947,c,backend,1.0
1948,c,game,1.0
1949,c,lang,2.0
1950,c,db,2.0
1951,c,backend,1.0
1952,c,ml,3.0
1953,c,backend,1.0
1954,c,backend,1.0
1955,c,game,1.0
1956,c,db,2.0
1957,c,lang,2.0
1958,c,backend,3.0
1959,c,backend,1.0
1960,c,game,1.0
1961,c,lang,2.0
1962,c,backend,1.0
1963,c,lang,1.0
1964,c,ml,2.0
1965,c,backend,2.0
1966,c,db,1.0
1967,c,db,1.0
1968,c,backend,1.0
1969,c,lang,1.0
1970,c,db,1.0
1971,c,db,2.0
1972,c,ml,1.0
1973,c,lang,1.0
1974,c,lang,1.0
1975,c,backend,1.0
1976,c,backend,2.0
1977,c,lang,1.5
1978,c,ml,4.0
1979,c,db,1.0
1980,c,game,2.0
1981,c,ml,1.0
1982,c,lang,2.0
1983,c,backend,2.0
1984,c,lang,1.0
1985,c,game,4.0
1986,c,backend,1.0
1987,c,backend,1.0
1988,c,ml,1.0
1989,c,ml,1.0
1990,c,db,1.0
1991,c,db,2.0
1992,c,backend,1.0
1993,c,backend,1.0
1994,c,ml,3.0
1995,c,lang,1.0
1996,c,backend,1.0
1997,c,ml,2.0
1998,c,backend,1.0
1999,c,game,1.0
2000,c,lang,2.0
2001,c,backend,1.0
2002,c,db,2.0
2003,c,db,1.0
2004,c,backend,1.0
2005,c,backend,1.0
2006,c,backend,1.0
2007,c,lang,2.0
2008,c,lang,1.5
2009,c,backend,1.0
2010,c,game,1.0
2011,c,backend,1.0
2012,c,backend,1.0
2013,c,backend,1.0
2014,c,db,2.0
2015,c,backend,1.0
2016,c,ml,2.0
2017,c,ml,2.0
2018,c,lang,1.5
2019,c,backend,1.0
2020,c,ml,2.0
2021,c,db,1.0
2022,c,game,1.0
2023,c,backend,1.0
2024,c,lang,1.0
2025,c,backend,1.0
2026,c,backend,1.0
2027,c,backend,1.0
2028,c,backend,3.0
2029,c,backend,1.0
2030,c,db,1.0
2031,c,backend,2.0
2032,c,backend,2.0
2033,c,game,3.0
2034,c,backend,1.0
2035,c,db,1.0
2036,c,db,1.0
2037,c,db,2.0
2038,c,db,2.0
2039,c,backend,2.0
2040,c,db,2.0
2041,c,ml,1.0
2042,c,game,1.0
2043,c,backend,2.0
2044,c,backend,2.0
2045,c,backend,1.0
2046,c,lang,2.0
2047,c,db,3.0
2048,c,db,1.0
2049,c,backend,1.0
2050,c,lang,2.0
2051,c,lang,2.0
2052,c,ml,4.0
2053,c,backend,1.0
2054,c,lang,1.0
2055,c,lang,2.0
2056,c,backend,2.0
2057,c,lang,2.0
2058,c,backend,1.0
2059,c,backend,1.0
2060,c,backend,1.0
2061,c,backend,2.0
2062,c,backend,1.0
2063,c,db,1.0
2064,c,lang,1.0
2065,c,db,2.0
2066,c,lang,2.0
2067,c,lang,2.5
2068,c,backend,1.0
2069,c,backend,1.0
2070,c,backend,1.0
2071,c,db,2.0
2072,c,ml,1.0
2073,c,backend,1.0
2074,c,lang,1.0
2075,c,lang,2.0
2076,c,backend,1.0
2077,c,lang,1.0
2078,c,frontend,1.0
2079,c,ml,2.0
2080,c,backend,1.0
2081,c,lang,2.0
2082,c,backend,1.0
2083,c,lang,2.0
2084,c,db,2.0
2085,c,backend,1.0
2086,c,lang,2.0
2087,c,game,2.0
2088,c,game,1.0
2089,c,backend,2.0
2090,c,ml,1.0
2091,c,db,2.0
2092,c,backend,3.5
2093,c,db,1.0
2094,c,game,2.0
2095,c,ml,1.0
2096,c,backend,2.0
2097,c,backend,2.0
2098,c,comp,2.0
2099,c,backend,1.0
2100,c,lang,1.0
2101,c,backend,1.0
2102,c,backend,1.0
2103,c,backend,1.0
2104,c,db,2.0
2105,c,lang,3.0
2106,c,ml,1.0
2107,c,backend,1.0
2108,c,db,2.0
2109,c,db,1.0
2110,c,ml,1.0
2111,c,backend,1.0
2112,c,backend,3.0
2113,c,backend,1.0
2114,c,backend,2.0
2115,c,db,1.0
2116,c,backend,2.0
2117,c,ml,1.0
2118,c,lang,1.0
2119,c,backend,1.0
2120,c,backend,1.0
2121,c,lang,1.0
2122,c,game,1.0
2123,c,backend,1.0
2124,c,game,1.0
2125,c,backend,1.0
2126,c,backend,1.0
2127,c,db,1.0
2128,c,backend,1.0
2129,c,ml,3.0
2130,c,backend,2.5
2131,c,lang,1.0
2132,c,ml,1.0
2133,c,db,1.0
2134,c,backend,2.0
2135,c,game,1.0
2136,c,db,1.0
2137,c,db,2.0
2138,c,lang,2.0
2139,c,db,2.0
2140,c,lang,1.0
2141,c,backend,1.0
2142,c,game,1.0
2143,c,ml,1.0
2144,c,game,1.0
2145,c,backend,2.0
2146,c,backend,4.0
2147,c,backend,1.0
2148,c,lang,1.0
2149,c,db,2.0
2150,c,lang,2.0
2151,c,lang,2.0
2152,c,game,1.0
2153,c,db,1.0
2154,c,db,2.0
2155,c,backend,1.0
2156,c,backend,2.0
2157,c,backend,2.0
2158,c,lang,2.0
2159,c,game,3.0
2160,c,lang,1.0
2161,c,lang,2.0
2162,c,db,2.0
2163,c,backend,1.0
2164,c,backend,1.0
2165,c,ml,1.0
2166,c,lang,2.0
2167,c,db,1.0
2168,c,db,2.0
2169,c,game,1.0
2170,c,db,1.0
2171,c,backend,2.0
2172,c,game,3.0
2173,c,backend,1.0
2174,c,db,2.0
2175,c,db,1.0
2176,c,backend,1.0
2177,c,db,2.0
2178,c,game,1.0
2179,c,db,3.0
2180,c,ml,2.0
2181,c,backend,1.0
2182,c,backend,1.0
2183,c,db,2.0
2184,c,backend,2.0
2185,c,backend,1.0
2186,c,ml,2.0
2187,c,db,2.0
2188,c,db,2.0
2189,c,game,3.0
2190,c,db,2.0
2191,c,lang,2.0
2192,c,game,1.0
2193,c,game,2.0
2194,c,backend,1.0
2195,c,db,1.0
2196,c,db,1.0
2197,c,db,2.0
2198,c,db,2.0
2199,c,backend,3.0
2200,c,db,1.0
2201,c,lang,1.0
2202,c,ml,1.0
2203,c,ml,2.0
2204,c,backend,1.0
2205,c,game,1.0
2206,c,backend,2.0
2207,c,db,3.0
2208,c,game,1.0
2209,c,db,3.0
2210,c,lang,2.0
2211,c,lang,2.0
2212,c,lang,1.0
2213,c,game,1.0
2214,c,backend,1.0
2215,c,game,3.0
2216,c,lang,1.0
2217,c,ml,1.0
2218,c,backend,1.0
2219,c,backend,2.0
2220,c,lang,1.0
2221,c,lang,1.0
2222,c,lang,1.0
2223,c,ml,1.0
2224,c,lang,3.0
2225,c,backend,1.0
2226,c,backend,1.0
2227,c,game,1.0
2228,c,db,1.0
2229,c,lang,2.0
2230,c,db,2.0
2231,c,db,1.0
2232,c,backend,1.0
2233,c,game,1.0
2234,c,game,1.0
2235,c,backend,2.0
2236,c,db,1.0
2237,c,game,1.0
2238,c,game,1.5
2239,c,lang,2.0
2240,c,game,1.0
2241,c,lang,1.0
2242,c,backend,1.0
2243,c,backend,1.0
2244,c,backend,1.0
2245,c,db,2.0
2246,c,backend,1.0
2247,c,backend,1.0
2248,c,comp,3.0
2249,c,db,2.0
2250,c,backend,1.0
2251,c,lang,1.0
2252,c,db,2.0
2253,c,backend,1.0
2254,c,db,1.0
2255,c,db,2.0
2256,c,db,3.0
2257,c,db,2.0
2258,c,backend,1.0
2259,c,game,1.0
2260,c,ml,2.0
2261,c,backend,2.0
2262,c,backend,2.0
2263,c,game,1.0
2264,c,lang,1.0
2265,c,backend,1.0
2266,c,backend,1.0
2267,c,backend,1.0
2268,c,ml,1.0
2269,c,ml,2.0
2270,c,backend,1.0
2271,c,lang,1.0
2272,c,backend,1.0
2273,c,lang,1.0
2274,c,db,2.0
2275,c,backend,1.0
2276,c,lang,1.0
2277,c,lang,1.0
2278,c,game,1.0
2279,c,db,1.0
2280,c,ml,2.0
2281,c,db,1.0
2282,c,db,1.5
2283,c,backend,2.0
2284,c,db,1.0
2285,c,db,2.0
2286,c,backend,1.0
2287,c,backend,2.0
2288,c,backend,3.0
2289,c,backend,2.0
2290,c,db,3.0
2291,c,backend,2.0
2292,c,game,1.0
2293,c,backend,2.0
2294,c,db,2.0
2295,c,lang,2.0
2296,c,backend,1.0
2297,c,backend,2.0
2298,c,lang,1.0
2299,c,backend,2.0
2300,c,game,1.0
2301,c,game,1.0
2302,c,lang,1.0
2303,c,db,2.0
2304,c,backend,1.0
2305,c,db,2.0
2306,c,backend,1.0
2307,c,backend,1.0
2308,c,game,2.0
2309,c,lang,1.0
2310,c,backend,1.0
2311,c,lang,1.0
2312,c,db,1.0
2313,c,db,2.0
2314,c,lang,1.0
2315,c,backend,1.0
2316,c,backend,1.0
2317,c,backend,2.0
2318,c,lang,1.0
2319,c,ml,1.0
2320,c,lang,1.0
2321,c,backend,1.0
2322,c,ml,2.0
2323,c,backend,1.0
2324,c,ml,1.0
2325,c,lang,3.0
2326,c,backend,1.0
2327,c,db,1.0
2328,c,db,2.0
2329,c,backend,1.0
2330,c,backend,1.0
2331,c,lang,1.0
2332,c,backend,2.0
2333,c,lang,1.0
2334,c,db,1.5
2335,c,lang,1.0
2336,c,backend,1.0
2337,c,backend,1.0
2338,c,backend,1.0
2339,c,backend,2.0
2340,c,lang,1.0
2341,c,ml,1.0
2342,c,db,2.0
2343,c,backend,2.0
2344,c,game,1.0
2345,c,backend,1.0
2346,c,backend,1.0
2347,c,ml,1.0
2348,c,ml,2.0
2349,c,lang,1.0
2350,c,backend,1.0
2351,c,backend,1.0
2352,c,db,1.0
2353,c,backend,2.0
2354,c,ml,2.0
2355,c,db,2.0
2356,c,backend,1.0
2357,c,backend,2.0
2358,c,db,3.0
2359,c,lang,1.0
2360,c,backend,1.0
2361,c,db,1.0
2362,c,game,2.0
2363,c,backend,1.0
2364,c,db,2.0
2365,c,lang,1.0
2366,c,lang,1.0
2367,c,lang,1.0
2368,c,backend,2.0
2369,c,db,1.0
2370,c,db,3.0
2371,c,game,2.0
2372,c,comp,2.0
2373,c,backend,1.0
2374,c,backend,1.0
2375,c,backend,1.0
2376,c,lang,2.0
2377,c,backend,2.0
2378,c,backend,2.0
2379,c,db,2.0
2380,c,frontend,1.0
2381,c,ml,1.5
2382,c,ml,1.0
2383,c,game,1.0
2384,c,backend,1.0
2385,c,ml,1.0
2386,c,ml,4.0
2387,c,lang,2.0
2388,c,backend,2.0
2389,c,db,2.0
2390,c,db,2.0
2391,c,db,2.0
2392,c,db,2.0
2393,c,backend,1.0
2394,c,backend,1.0
2395,c,db,2.0
2396,c,backend,1.0
2397,c,backend,1.0
2398,c,ml,1.0
2399,c,backend,1.0
2400,c,backend,1.0
2401,c,game,1.0
2402,c,db,2.0
2403,c,db,1.0
2404,c,db,1.0
2405,c,lang,1.0
2406,c,db,2.0
2407,c,ml,2.0
2408,c,db,2.0
2409,c,lang,2.0
2410,c,backend,1.0
2411,c,db,2.0
2412,c,lang,1.0
2413,c,db,1.0
2414,c,backend,1.0
2415,c,ml,3.0
2416,c,ml,2.0
2417,c,game,1.0
2418,c,backend,1.0
2419,c,lang,2.0
2420,c,backend,2.0
2421,c,backend,1.0
2422,c,backend,1.0
2423,c,game,1.0
2424,c,lang,1.0
2425,c,backend,1.0
2426,c,db,1.0
2427,c,ml,1.0
2428,c,lang,2.0
2429,c,db,1.0
2430,c,db,1.0
2431,c,backend,2.0
2432,c,game,1.0
2433,c,backend,1.0
2434,c,backend,1.0
2435,c,lang,2.0
2436,c,backend,1.0
2437,c,backend,2.0
2438,c,backend,1.0
2439,c,lang,1.0
2440,c,ml,1.0
2441,c,backend,1.0
2442,c,db,1.5
2443,c,db,1.0
2444,c,db,2.0
2445,c,lang,1.0
2446,c,db,1.0
2447,c,backend,1.0
2448,c,lang,1.5
2449,c,db,1.0
2450,c,db,2.5
2451,c,backend,1.5
2452,c,db,2.0
2453,c,db,2.0
2454,c,db,3.0
2455,c,backend,1.0
2456,c,backend,2.0
2457,c,backend,3.5
2458,c,lang,1.0
2459,c,backend,1.0
2460,c,ml,1.0
2461,c,backend,1.0
2462,c,backend,2.0
2463,c,game,1.0
2464,c,backend,1.0
2465,c,db,1.0
2466,c,lang,2.0
2467,c,backend,1.0
2468,c,game,1.0
2469,c,db,2.0
2470,c,backend,1.0
2471,c,ml,1.0
2472,c,lang,1.0
2473,c,ml,1.0
2474,c,ml,2.0
2475,c,lang,1.0
2476,c,lang,1.5
2477,c,backend,1.0
